,rating,date,variation,verified_reviews,feedback
1132,positive,29-Jul-18,Black  Spot,able interpret instructions pretty well right start  even distance  lot skills excellent  i've added late shows flash briefing ridiculous can't access youtube might important note adding event calendar task  seems difficulty time span event  imagine functionality people would use often ,1
1133,positive,29-Jul-18,Black  Spot,setup easy fantastic alarm clock,1
1134,positive,29-Jul-18,Black  Spot,great product  highly recommend getting stand goes  sits much better desk ,1
1135,neutral,29-Jul-18,Black  Spot,eh it’s cool also kinda boring don’t really know desk clock 3 5 right  can’t connect spotify unless it’s premium i’m college i’m paying amazon music,1
1136,neutral,29-Jul-18,White  Spot,huge amazon fan  first kindle echo  waited bit wanted awhile  love  kids love  love watching videos lyrics songs  video calling feature nothing like advertisement made  thought long someone would facetime could can’t  it’s spot spot  can’t even skype  often aunt  major disappointment ,1
1137,positive,29-Jul-18,White  Spot,love love love  think notice pick voice commands well echo echo dots  4 echo products throughout house  kitchen bedroom alarm clock  i'm longer searching pen paper make lists ,1
1138,positive,29-Jul-18,White  Spot,love amazon products,1
1139,positive,29-Jul-18,Black  Spot,love,1
1140,positive,29-Jul-18,Black  Spot,love spot    dot  regular echo,1
1141,positive,29-Jul-18,White  Spot,nice upgrade echo dot ,1
1142,positive,29-Jul-18,Black  Spot,works decent  wish able answer questions need better source info rest works great ,1
1143,positive,29-Jul-18,Black  Spot,can't live without alexa ,1
1144,positive,29-Jul-18,Black  Spot,really like  screen major plus ,1
1145,positive,29-Jul-18,Black  Spot,didnt think id get alexa device  perfect home office   screen adds little piece makes worth extra cost alexa devices   show lyrics songs  play xm radio  show videos movie trailers news   great ,1
1146,positive,29-Jul-18,White  Spot,love   made group echo dot get music home   waiting go sale hopefully get another spot bedroom   love alarm weather sound voice ,1
1147,negative,29-Jul-18,Black  Spot,first received product  great   however  week ago  device served video advertisement around 10 30pm night scared family   want make sure protected allow video directly home  spot device keep safe ,0
1148,positive,29-Jul-18,Black  Spot,fun use  makes life easier sense ,1
1149,positive,29-Jul-18,Black  Spot,love ,1
1150,negative,29-Jul-18,Black  Spot, ,0
1151,positive,29-Jul-18,White  Spot, ,1
1152,positive,29-Jul-18,Black  Spot,got echo spot prime day love  think still little expensive  chance save $30 convinced buy  basically use radio alarm clock old radio stations would sometimes come clearly  also like sleep sounds skill  hearing weather  i'm still exploring skills discovered star trek sounds  alexa  beam  fun ,1
1153,positive,29-Jul-18,Black  Spot,love  replaced old alarm clock bedroom   love dims night  responsive commands ,1
1154,positive,29-Jul-18,White  Spot,love spot  even expected  great size bedroom ,1
1155,positive,29-Jul-18,Black  Spot,far good  got trying figure things  product well made  easy set ,1
1156,negative,29-Jul-18,White  Spot,couple days alexa answer  disconnected see better reconnecting ,0
1157,positive,29-Jul-18,Black  Spot,perfect  may favorite alexa device far  specially ring cameras amazon cam's job really well   changed echo main living room seems reactive  good job amazon ,1
1158,positive,29-Jul-18,Black  Spot,great  use music mostly ,1
1159,neutral,29-Jul-18,Black  Spot,won’t receive calls it’s really hard call someone another echo ,1
1160,positive,29-Jul-18,Black  Spot,first step smart home  soon added one item grocery list started loving  wife  til opened rain sounds  she’s convert    love dots ,1
1161,positive,29-Jul-18,Black  Spot,like little spot   guest room alexa enabled ,1
1162,positive,29-Jul-18,Black  Spot,love echo spots  three house like drop spots  wish clock faces customization options faces general ,1
1163,positive,29-Jul-18,Black  Spot,it’s smart sweet design,1
1164,positive,29-Jul-18,White  Spot,far ok,1
1165,positive,29-Jul-18,Black  Spot,love bedside clock alarm radio   face dimat night it’s bright sleeping ,1
1166,positive,29-Jul-18,White  Spot,love product use bedroom clock perfect size lot options  thing would like see add ability fall asleep mu set timer go  like tv hcfe sleep mode ,1
1167,positive,29-Jul-18,Black  Spot,love  glad purchased,1
1168,positive,29-Jul-18,Black  Spot,wanted see security video cameras without use phone  works great extremely easy set ,1
1169,positive,29-Jul-18,Black  Spot,echo spot great ,1
1170,positive,28-Jul-18,Black  Spot,bot 2 prime day one use clock radio bedroom one family room control lights watch front door doorbell rings   music sound good good echo way better dots   could buy 1 amazon device would spot ,1
1171,positive,28-Jul-18,Black  Spot,bought two one office one bedside table  fantastic screen big enough using drop feature communicate mom  can’t wait prime day get one moms bedside table ,1
1172,positive,28-Jul-18,White  Spot,fantastic product  absolutely love ,1
1173,positive,28-Jul-18,Black  Spot,love ,1
1174,neutral,28-Jul-18,White  Spot,like product bought prime day week $30 cheaper prime day  still really cool device  wish would waited ,1
1175,positive,28-Jul-18,Black  Spot,still learning ise disappoint  i’m giving everyone christmas  check  unnannounced like show advanced warning ,1
1176,positive,28-Jul-18,White  Spot,helpful daily activities,1
1177,positive,28-Jul-18,Black  Spot,exactly advertised,1
1178,positive,28-Jul-18,Black  Spot,nice,1
1179,positive,28-Jul-18,Black  Spot,expected  use timers  alarms  shopping lists  calendar events  news  weather  much ,1
1180,positive,28-Jul-18,White  Spot,great ,1
1181,positive,28-Jul-18,White  Spot,really like works well trivia games shopping fun sometimes misunderstands say speaker decent video chat good need well lit room end see lol ,1
1182,positive,28-Jul-18,Black  Spot,fun work still learning everything,1
1183,positive,28-Jul-18,White  Spot,awesome  love shows lyrics songs ,1
1184,positive,28-Jul-18,Black  Spot,love alarm feature tell time ,1
1185,neutral,28-Jul-18,Black  Spot,think dot listens better spot ,1
1186,positive,28-Jul-18,Black  Spot,dot upgraded  like  complaint short instructions,1
1187,positive,28-Jul-18,Black  Spot,big step dot  dropped one star due consistent delay bringing ring pro video  though looks great feed displayed ,1
1188,positive,28-Jul-18,White  Spot,easy set use  bought two one house one 75 year old grandfather  set gave 15 minute lesson calls least day it’s great able see visits ,1
1189,negative,28-Jul-18,Black  Spot,wanted use clock bedroom   font small see distance   apparently can't change ,0
1190,positive,28-Jul-18,White  Spot,great size bedside  plus dims night ,1
1191,positive,28-Jul-18,Black  Spot,love works great  issue  drop  facetime like feature sometimes lags  could possibly issue wifi located house ,1
1192,positive,28-Jul-18,Black  Spot,love meditation music  use morning alarm  mention general love,1
1193,positive,28-Jul-18,Black  Spot,know like   like one alarm clock   alexa devices  know   looking get alarm clock  one get  yes  much   shows time  shows weather  touch screen  shows music lyrics  things typical alexa device   quite loud size well  sound way better echo dot   also video calling  pretty awesome   viewing angle great  even sitting fairly high  still see display well enough ,1
1194,positive,28-Jul-18,White  Spot,quick easy set,1
1195,neutral,28-Jul-18,Black  Spot,hoping better clock face make alarm clock replacement    display brightness dims much night accomplish task display works well camera viewing attractive device  decent value $99,1
1196,positive,28-Jul-18,Black  Spot,great device,1
1197,positive,28-Jul-18,Black  Spot,i’m fan echo devices  think it’s great alternative clean clock  like using adjust lightning room listening sounds help sleep  two year old sleeps much better  also use tell two year old stories  issue volume alexa speaking tell turn lights loud volume set want listen music night,1
1198,positive,28-Jul-18,White  Spot,5 echo devices  consider addicted  little number awesome  like displays  sound great dependable functionality echo devices  one feature really like slowly dims turn bedroom light  night light bit  love echo devices run places put ,1
1199,positive,28-Jul-18,White  Spot,enjoy little thing lot   almost anything   like jokes tells   i’m still learning different functions,1
1200,negative,28-Jul-18,Black  Spot,meh,0
1201,positive,28-Jul-18,Black  Spot,best looking echo device  easy use,1
1202,positive,28-Jul-18,Black  Spot,helpful product glitches eg inability occasionally access flash briefing stations understand answer certain questions amazon likely fix improve ,1
1203,positive,28-Jul-18,White  Spot,like  convenient,1
1204,positive,28-Jul-18,White  Spot,love size echo spot  fits nightstand capabilities echo show  like going sleep lightening storm  images along sounds relaxing  calling messaging feature great  it’s small enough take travel  love alexa products  whole family uses ,1
1205,positive,28-Jul-18,Black  Spot,amazon alexa nice wakes morning alarms great prime lot plays songs want play even make playlists favorite songs love alexa games play ad watch videos movie trailers screen ,1
1206,positive,28-Jul-18,White  Spot,love spot,1
1207,positive,28-Jul-18,Black  Spot,easy use easy set,1
1208,positive,28-Jul-18,Black  Spot,love echo spot daughter son law got birthday  alexa wakes morning plays music ask ,1
1209,negative,28-Jul-18,White  Spot,product currently two related software flaws make completely unusable 1   #34 card #34  homescreen called  #34 things try #34    ad alexa services try  turn homescreen cards  one 2  default  homescreen cards  #34 cycle #34  automatically  incredibly annoying  setting opt cards  #34 cycle #34  instead  #34 cycle continuously #34  critically  setting work  unit set  #34 cycle #34  cards still continue cycle time  rebooted device  set  etc etc two obvious software issues fixed  opinion product useless ,0
1210,positive,28-Jul-18,Black  Spot,great deal prime day,1
1211,positive,28-Jul-18,Black  Spot,problem,1
1212,positive,27-Jul-18,White  Spot,excelente su funcionamiento llama la atenci n la rapidez de respuesta el control que se logra trav de la utilizaci n con alexa  sorprendi  gratamente  muy recomendable ,1
1213,positive,27-Jul-18,Black  Spot,love love  ,1
1214,positive,27-Jul-18,Black  Spot,purchased prime day absolutely love   echo dot nightstand  really missed display  perfect speakers excellent ,1
1215,positive,27-Jul-18,Black  Spot,yes met expectations   snooze alarm needs work   tap snoozes  swipe prompts dismiss   without glasses can't read often snoozes   one day must dismissed tomorrow's alarm never went   set mon thu   fri need get early   apparent indicator alarm set would nice   old alarm red light ,1
1216,positive,27-Jul-18,Black  Spot,great product  like screen alarm clock,1
1217,positive,27-Jul-18,Black  Spot,fun  easy  convenient device around house  need pick phone look something  words world fingertips  speaker puts great sound screen crisp  price right device like ,1
